4,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25
24,20,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,13,14,15,16,17,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,22,22,22,22,45
44,40,41,41,41,120,121,41,41,41,41,18,19,41,18,19,41,18,19,41,41,33,34,35,36,37,41,41,18,19,41,18,19,41,18,19,41,41,41,41,200,201,41,41,41,41,65
24,40,41,41,41,140,141,41,41,41,41,38,39,41,38,39,41,38,39,41,41,53,54,55,56,57,41,41,38,39,41,38,39,41,38,39,41,41,41,41,220,221,41,41,41,41,45
44,40,41,41,41,160,161,41,41,41,41,58,59,41,58,59,41,58,59,41,41,73,74,75,76,77,41,41,58,59,41,58,59,41,58,59,41,41,41,41,240,241,41,41,41,41,45
24,40,41,41,41,180,181,41,41,41,41,78,79,41,78,79,41,78,79,41,41,93,94,95,96,97,41,41,78,79,41,78,79,41,78,79,41,41,41,41,260,261,41,41,41,41,65
44,60,85,61,61,61,85,61,61,85,61,61,85,61,61,61,85,61,61,85,85,113,114,115,116,117,61,85,61,61,85,61,61,85,61,85,61,85,85,61,85,61,85,61,85,61,45
24,80,81,82,83,84,82,83,84,82,83,84,82,28,29,84,83,84,82,83,82,90,91,91,91,92,83,84,83,84,82,83,28,29,84,82,83,82,82,83,82,83,84,84,84,84,45
44,100,101,102,103,104,102,103,104,102,103,104,102,48,49,103,104,26,23,23,23,110,111,111,111,112,23,23,23,27,102,103,48,49,104,102,103,102,102,103,102,103,104,104,104,104,45
24,7,8,9,10,11,10,11,10,11,10,11,10,68,69,10,11,46,11,10,11,10,11,10,11,10,11,10,11,47,11,11,68,69,10,11,10,11,11,10,11,10,10,11,11,11,65
44,7,8,9,10,10,11,10,11,10,11,10,11,88,89,11,10,30,10,11,10,11,10,10,11,10,11,10,11,30,11,11,88,89,11,10,11,10,11,10,10,11,10,11,11,11,45
66,67,8,9,11,11,11,11,11,11,11,11,11,108,109,3,3,50,11,11,11,11,11,11,11,11,11,11,11,50,3,3,108,109,11,11,11,11,11,11,11,11,11,11,11,86,87
182,183,8,9,11,11,11,11,11,11,11,11,11,128,129,3,3,70,62,63,63,63,63,63,63,63,63,63,63,70,3,3,128,129,11,11,11,11,11,11,11,11,11,11,11,182,183
