18,146,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,145,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
18,146,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,20,21,22,145,77,55,55,55,55,77,55,55,55,55,55,55,55,55,55,55,55,55,78,18,0,1,2,0,1,2,0,1,0,1,2,18
18,146,40,280,281,40,41,206,207,208,42,40,41,42,40,41,42,40,206,207,208,41,42,40,41,42,40,280,281,40,41,42,40,41,280,281,42,145,79,75,178,75,178,19,75,157,178,156,156,178,157,75,75,178,115,115,76,43,20,21,22,20,21,22,20,21,20,21,22,23
18,146,240,300,301,240,240,226,227,228,240,240,240,240,240,240,240,240,226,227,228,240,240,240,240,240,240,300,301,240,240,240,240,240,300,301,241,145,79,95,95,95,95,19,117,118,118,117,177,95,117,177,116,116,135,135,96,99,40,162,163,162,163,160,161,160,161,162,163,23
18,146,242,243,240,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,240,240,240,240,240,240,240,240,240,240,241,145,79,120,121,121,121,19,137,138,138,137,197,120,137,197,136,136,155,155,178,75,209,182,183,182,183,180,181,180,181,182,183,23
18,146,262,263,260,261,264,284,284,264,264,284,264,264,264,283,284,264,264,283,284,284,264,264,283,283,284,284,283,241,345,346,347,348,241,240,241,145,79,123,140,140,140,19,123,140,140,140,140,140,140,140,140,140,140,140,95,95,229,221,222,223,224,200,201,202,203,201,202,23
18,146,240,241,240,241,264,283,284,284,264,264,284,283,284,264,264,284,264,283,264,283,284,264,284,283,283,283,264,240,365,366,367,368,240,240,241,145,79,123,140,140,140,19,123,140,159,159,159,159,159,159,159,159,140,140,101,121,201,202,202,203,204,220,221,222,223,221,222,23
18,146,260,261,260,261,264,284,264,240,241,240,240,240,240,241,240,240,240,240,241,240,240,241,240,240,240,261,261,240,385,386,387,388,240,241,241,145,79,123,140,140,140,19,123,140,179,179,179,179,179,179,179,179,124,140,56,58,221,222,222,223,224,200,201,202,203,201,202,23
18,17,147,147,147,147,264,283,283,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,17,79,123,140,140,140,19,123,140,101,121,121,121,121,121,121,121,100,140,76,43,201,202,202,201,201,202,200,201,202,203,204,23
18,17,55,55,55,99,284,264,283,96,55,55,55,55,55,55,17,55,55,55,55,55,55,55,17,55,55,55,55,55,55,17,55,55,55,55,55,55,55,38,140,140,39,175,59,38,140,140,39,59,59,59,59,59,59,57,98,43,221,222,222,221,221,222,220,221,66,67,68,23
18,79,212,75,178,75,264,283,283,75,158,178,75,158,178,212,19,293,294,293,294,277,278,277,19,277,278,277,279,293,294,19,114,75,178,75,178,75,178,75,140,140,178,75,178,75,140,140,75,158,178,75,178,158,114,76,17,18,60,61,60,61,60,61,60,61,60,61,61,18
18,79,232,95,95,95,267,125,125,95,95,309,310,311,95,232,19,313,314,313,314,297,298,297,19,297,298,297,299,313,314,19,134,95,95,95,95,95,95,95,124,140,95,95,95,95,124,140,95,95,95,95,95,95,134,76,17,18,18,18,18,18,18,18,18,18,18,18,18,18
18,79,252,246,246,246,248,125,125,266,246,329,330,331,246,272,19,333,334,333,334,120,121,121,19,120,121,121,121,333,334,19,154,110,111,110,111,110,111,110,92,130,91,110,111,110,92,130,91,110,111,110,111,110,154,76,63,18,18,18,18,18,18,18,18,18,18,18,18,18
18,79,267,125,125,125,125,125,125,125,125,125,125,125,253,254,76,59,59,59,38,100,140,39,55,38,140,140,39,59,59,79,151,150,112,113,151,150,112,113,151,150,112,113,151,150,151,150,151,150,112,113,151,150,151,76,63,18,18,18,18,18,18,18,18,18,18,18,18,18
18,79,267,250,251,316,317,253,254,125,125,125,125,125,273,274,19,75,178,75,158,140,140,158,178,178,140,140,75,178,75,19,131,130,132,133,131,130,132,133,131,130,132,133,131,130,131,130,131,130,132,133,131,130,131,76,63,18,18,18,18,18,18,18,18,18,18,18,18,18
18,79,267,270,271,336,337,273,274,125,125,125,125,125,125,125,19,95,95,95,95,124,140,95,95,95,124,140,95,95,95,158,151,150,151,150,151,150,151,150,151,150,151,150,151,150,151,150,151,150,151,150,151,150,151,76,63,18,18,18,18,18,18,18,18,18,18,18,18,18
18,79,267,125,125,125,125,125,125,125,125,125,125,125,125,125,19,247,246,246,246,248,125,266,246,246,248,125,266,246,246,95,131,130,131,130,131,130,131,130,131,130,131,130,131,130,131,130,131,130,131,130,131,130,131,76,63,18,18,18,18,18,18,18,18,18,18,18,18,18
18,79,267,125,125,125,125,125,125,125,125,125,125,125,125,125,19,267,125,125,125,125,125,125,125,125,125,125,125,125,125,266,151,150,112,113,151,150,112,113,151,150,112,113,151,150,112,113,151,150,112,113,151,150,151,76,63,18,18,18,18,18,18,18,18,18,18,18,18,18
18,79,267,250,251,316,317,253,254,125,125,125,125,125,125,125,96,38,245,245,39,59,59,59,59,59,59,59,59,59,57,58,131,130,132,133,131,130,132,133,131,130,132,133,131,130,132,133,131,130,132,133,131,130,131,76,63,18,18,18,18,18,18,18,18,18,18,18,18,18
18,79,267,270,271,336,337,273,274,125,125,125,125,125,125,125,75,158,245,245,75,158,158,178,158,75,158,178,158,75,76,79,151,150,151,150,151,150,151,150,151,150,151,150,151,150,151,150,151,150,151,150,151,150,151,76,63,18,18,18,18,18,18,18,18,18,18,18,18,18
18,79,267,125,125,125,125,125,125,125,125,125,125,125,125,125,95,95,267,245,95,95,398,399,398,399,398,399,398,399,76,17,57,57,57,59,59,59,38,130,131,39,59,59,59,59,59,59,59,59,59,59,59,59,59,37,63,17,17,17,17,17,17,17,17,17,17,17,17,17
18,79,267,125,125,125,125,125,125,125,125,125,125,125,125,125,266,246,248,125,266,246,418,419,418,419,418,419,418,419,76,17,17,17,79,212,158,178,75,150,151,178,158,75,178,178,75,178,158,178,75,158,178,75,212,76,63,17,17,17,17,17,17,17,17,17,17,17,17,17
18,18,59,59,59,59,59,59,59,38,245,245,39,59,59,59,59,59,59,57,57,57,57,57,57,57,57,57,57,57,17,17,17,17,79,232,95,95,95,267,125,95,95,309,310,311,95,398,399,95,309,310,311,95,232,76,63,17,17,17,17,17,17,17,17,17,17,17,17,17
18,79,212,178,75,75,75,178,75,158,125,125,158,178,75,158,75,178,212,76,17,17,17,17,17,17,17,17,17,17,17,17,17,17,79,252,246,246,246,248,125,266,246,329,330,331,247,418,419,246,329,330,331,247,272,76,63,17,17,17,17,17,17,17,17,17,17,17,17,17
17,79,232,95,309,310,311,95,95,95,265,125,95,95,210,211,95,95,232,76,17,17,17,17,17,17,17,17,17,17,17,17,17,17,79,267,125,125,125,125,125,125,125,125,245,245,245,245,245,245,245,245,245,253,254,76,63,17,17,17,17,17,17,17,17,17,17,17,17,17
17,79,332,166,349,350,351,166,166,166,184,186,167,166,233,234,166,166,312,76,17,17,17,17,17,17,17,17,17,17,17,17,17,17,79,267,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,273,274,76,63,17,17,17,17,17,17,17,17,17,17,17,17,17
17,79,268,249,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,76,17,17,17,17,17,17,17,17,17,17,17,17,17,17,79,267,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,253,254,76,63,17,17,17,17,17,17,17,17,17,17,17,17,17
17,79,288,269,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,76,17,17,17,17,17,17,17,17,17,17,17,17,17,17,79,267,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,273,274,76,63,17,17,17,17,17,17,17,17,17,17,17,17,17
17,79,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,76,17,17,17,17,17,17,17,17,17,17,17,17,17,17,79,267,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,245,76,83,17,17,17,17,17,17,17,17,17,17,17,17,17
18,17,59,59,59,38,186,186,39,59,59,59,59,59,176,59,59,59,59,55,55,55,55,381,341,342,342,342,342,342,343,383,55,55,55,59,59,59,59,59,176,59,59,59,59,59,38,245,245,39,59,59,59,59,59,37,83,17,17,17,17,17,17,17,17,17,17,17,17,17
