270,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,272,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,273,342,342,343,270,271,271,271,271,271,271,271,271,271,271,271,273
290,253,331,331,331,331,331,331,331,252,253,331,331,331,331,331,331,331,252,253,331,331,331,331,331,331,252,253,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,333,1,1,1,330,332,332,332,332,332,332,332,332,332,332,252,293
290,293,222,223,224,225,372,352,351,290,293,351,352,372,352,351,222,223,290,293,222,223,351,351,226,227,290,293,372,351,353,372,352,351,372,351,352,352,353,372,372,353,372,351,353,351,352,351,351,280,21,0,0,283,351,353,353,352,353,353,351,352,353,351,290,293
310,293,242,243,244,245,371,371,371,310,293,371,371,371,371,371,242,243,310,293,242,243,371,371,246,247,310,293,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,300,21,0,0,303,371,371,371,371,371,371,371,371,371,371,290,313
310,293,262,263,264,265,22,22,22,290,313,20,22,22,22,22,262,263,290,313,262,263,22,22,266,267,290,313,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,40,0,0,41,22,22,22,22,22,22,22,22,22,22,310,293
310,293,21,0,0,0,0,0,0,310,293,21,0,0,0,0,0,0,310,293,21,0,0,0,0,0,310,293,21,0,270,271,272,271,271,271,271,271,271,271,271,271,271,271,271,271,272,272,271,271,271,271,271,271,271,271,271,271,271,272,271,271,271,271,232,293
310,293,21,0,0,0,0,0,0,310,293,21,0,0,0,0,0,0,310,293,21,0,0,0,0,0,310,293,21,0,290,253,331,331,331,331,331,331,331,331,252,253,331,331,332,331,331,331,331,331,331,331,331,331,331,331,332,252,253,331,332,331,331,331,252,293
310,233,271,271,273,0,0,270,271,232,233,271,273,0,0,270,272,271,232,233,271,273,0,0,270,271,232,313,21,0,290,293,350,351,352,351,222,223,222,223,290,293,350,353,353,352,353,351,352,372,353,351,352,372,351,353,351,290,293,350,352,353,221,221,310,293
310,253,331,331,333,0,0,330,331,331,331,331,333,286,287,330,331,332,331,332,331,333,0,0,330,331,331,333,21,0,290,293,370,371,371,371,242,243,242,243,290,293,370,371,371,371,371,371,371,371,371,371,371,371,371,371,371,330,333,370,371,371,241,241,310,293
310,293,351,352,351,21,0,372,351,352,352,351,280,306,307,283,351,352,372,351,352,351,21,0,372,351,352,351,21,0,310,293,20,22,22,22,262,263,262,263,290,313,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,350,351,20,22,22,261,261,310,293
